stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
est_4_166,166,PIO XII,Avda de Pío XII 27,40.463,-3.67579,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_168,168,CONCHA ESPINA,Calle del Príncipe de Vergara 210,40.45145,-3.67738,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_169,169,CRUZ DEL RAYO,Calle del Príncipe de Vergara 138,40.44427,-3.67821,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_173,173,IBIZA,Calle de Ibiza 1,40.41839,-3.67858,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_175,175,ESTRELLA,Calle del Camino de los Vinateros 1,40.41147,-3.66179,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_176,176,VINATEROS,Calle del Camino de los Vinateros 70,40.41024,-3.65273,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_177,177,ARTILLEROS,Calle del Camino de los Vinateros 210,40.40522,-3.64181,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_178,178,PAVONES,Calle de la Hacienda de Pavones 342,40.40051,-3.63512,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_179,179,VALDEBERNARDO,Bulv de Indalecio Prieto 26,40.40005,-3.62156,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_180,180,VICALVARO,Calle de San Cipriano 11,40.40422,-3.60886,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_181,181,SAN CIPRIANO,Calle de San Cipriano 68,40.40381,-3.60239,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_182,182,PUERTA DE ARGANDA,Calle de San Cipriano 85,40.40132,-3.59598,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_183,183,RIVAS URBANIZACIONES,Plaza de Galicia 5,40.36677,-3.54728,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_184,184,RIVAS VACIAMADRID,Calle   Areneros 6,40.32837,-3.5206,B2,http://www.crtm.es,1,,Europe/Madrid,2
est_4_185,185,LA POVEDA,Parcela   9017 Polígono 1 S/N,40.31902,-3.47745,B3,http://www.crtm.es,1,,Europe/Madrid,2
est_4_186,186,ARGANDA DEL REY,Paseo de la Estación 37,40.30367,-3.44752,B3,http://www.crtm.es,1,,Europe/Madrid,2
est_4_300,300,RIVAS FUTURA,Calle   Concepción Arenal 1,40.34134,-3.52479,B2,http://www.crtm.es,1,,Europe/Madrid,2
est_4_326,326,MIRASIERRA,Avda del Ventisquero de la Condesa 28,40.4911,-3.71634,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_345,345,PACO DE LUCIA,Calle de Monasterio de Las Huelgas 5,40.49965,-3.70908,A,http://www.crtm.es,1,,Europe/Madrid,0
par_4_187,187,FUENCARRAL,Calle de la Fuente Chica 21,40.49509,-3.69283,A,http://www.crtm.es,0,,Europe/Madrid,0
par_4_188,188,BEGOÑA,Paseo de la Castellana 261,40.48041,-3.68585,A,http://www.crtm.es,0,,Europe/Madrid,0
acc_4_188_472,188,Cdad. Sanitaria La Paz,Paseo de la Castellana 261,40.48023,-3.68589,,http://www.crtm.es,2,est_4_188,,0
acc_4_188_473,188,San Modesto,Calle de San Modesto 10,40.48345,-3.68711,,http://www.crtm.es,2,est_4_188,,0
par_4_189,189,CHAMARTIN,Calle de Agustín de Foxá 40,40.4721,-3.68259,A,http://www.crtm.es,0,est_90_25,,2
par_4_190,190,PLAZA DE CASTILLA,Paseo de la Castellana 216,40.4669,-3.68909,A,http://www.crtm.es,0,est_90_21,,0
par_4_191,191,CUZCO,Paseo de la Castellana 162,40.45842,-3.68985,A,http://www.crtm.es,0,,Europe/Madrid,0
acc_4_191_475,191,Paseo Castellana impares,Paseo de la Castellana 125,40.45846,-3.69031,,http://www.crtm.es,2,est_4_191,,0
acc_4_191_476,191,Paseo Castellana pares,Paseo de la Castellana 162,40.45846,-3.68965,,http://www.crtm.es,2,est_4_191,,0
par_4_192,192,SANTIAGO BERNABEU,Paseo de la Castellana 97,40.45159,-3.69038,A,http://www.crtm.es,0,,Europe/Madrid,0
acc_4_192_478,192,Paseo Castellana pares,Paseo de la Castellana 136,40.45145,-3.69039,,http://www.crtm.es,2,est_4_192,,0
acc_4_192_479,192,Paseo Castellana impares,Paseo de la Castellana 101,40.45383,-3.69076,,http://www.crtm.es,2,est_4_192,,0
acc_4_192_480,192,Paseo Castellana pares,Paseo de la Castellana 142 B,40.45381,-3.69026,,http://www.crtm.es,2,est_4_192,,0
par_4_193,193,NUEVOS MINISTERIOS,Calle de Raimundo Fernández Villaverde 67,40.44659,-3.69241,A,http://www.crtm.es,0,est_90_71,,2
par_4_194,194,GREGORIO MARAÑON,Calle de Miguel Ángel 29,40.43753,-3.69127,A,http://www.crtm.es,0,est_4_142,,2
par_4_195,195,ALONSO MARTINEZ,Calle de Manuel González Longoria 14,40.42853,-3.69643,A,http://www.crtm.es,0,est_4_57,,0
par_4_196,196,TRIBUNAL,Calle de la Palma 5,40.426,-3.70208,A,http://www.crtm.es,0,est_4_10,,0
par_4_197,197,PLAZA DE ESPAÑA,Calle de los Reyes 10,40.42409,-3.7097,A,http://www.crtm.es,0,est_4_50,,2
par_4_198,198,PRINCIPE PIO,Paseo de la Florida 2,40.42103,-3.72033,A,http://www.crtm.es,0,est_90_18,,1
par_4_199,199,LAGO,Ronda del Lago 3,40.41641,-3.73563,A,http://www.crtm.es,0,,Europe/Madrid,2
par_4_200,200,BATAN,Paseo de la Venta 1,40.40786,-3.75311,A,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_200_482,200,Villamanín,Calle de Villamanin 27,40.40766,-3.75288,,http://www.crtm.es,2,est_4_200,,0
par_4_201,201,CASA DE CAMPO,Paseo de la Venta SN,40.40321,-3.76101,A,http://www.crtm.es,0,est_4_103,,2
par_4_202,202,COLONIA JARDIN,Calle de Arenas de San Pedro 2,40.39698,-3.77462,A,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_202_485,202,Crta. Carabanchel - Aravaca,Calle de Arenas de San Pedro 2,40.39709,-3.77479,,http://www.crtm.es,2,est_4_202,,0
acc_4_202_486,202,Ascensor,Ctra de Carabanchel a Aravaca 56,40.39718,-3.77421,,http://www.crtm.es,2,est_4_202,,0
par_4_203,203,CUATRO VIENTOS,Col   Militar de Cuatro Vientos 6 B,40.37771,-3.79152,A,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_203_487,203,Pº de Extremadura,Paseo de Extremadura 573,40.37757,-3.7925,,http://www.crtm.es,2,est_4_203,,0
acc_4_203_488,203,Pº de los Húsares,Paseo de Húsares 46,40.37841,-3.79249,,http://www.crtm.es,2,est_4_203,,0
acc_4_203_489,203,Ascensor nº2,Paseo de Extremadura 573,40.37758,-3.79246,,http://www.crtm.es,2,est_4_203,,0
acc_4_203_490,203,Ascensor nº1,Col  Militar de Cuatro Vientos 6 A,40.37822,-3.79274,,http://www.crtm.es,2,est_4_203,,0
par_4_204,204,JOAQUIN VILUMBRALES,Avda de la Libertad 13,40.34985,-3.8072,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_204_492,204,Avenida de la Libertad impares,Avda de la Libertad 13,40.34982,-3.80768,,http://www.crtm.es,2,est_4_204,,0
par_4_205,205,PUERTA DEL SUR,Avda de la Libertad 2,40.34524,-3.81211,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_205_494,205,Avenida de la Libertad pares,Avda de la Libertad 2,40.34543,-3.81161,,http://www.crtm.es,2,est_4_205,,0
acc_4_205_495,205,Avenida de la Libertad impares,Avda de la Libertad 3,40.34599,-3.81153,,http://www.crtm.es,2,est_4_205,,0
acc_4_205_496,205,Ascensor,Avda de la Libertad 2,40.34557,-3.81152,,http://www.crtm.es,2,est_4_205,,0
acc_4_205_497,205,Olímpico Francisco Fernández Ochoa,Calle  Olímpico Francisco Fernández Ochoa SN,40.34474,-3.81292,,http://www.crtm.es,2,est_4_205,,0
par_4_257,257,AVIACION ESPAÑOLA,Paseo de Extremadura 463,40.38364,-3.78392,A,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_257_635,257,Fuente de Lima,Calle de la Fuente de Lima 2,40.38382,-3.78391,,http://www.crtm.es,2,est_4_257,,0
par_4_274,274,TRES OLIVOS,Acces   M-607 SN,40.5012,-3.6952,A,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_274_693,274,Retablo de Melisendra,Calle del Retablo de Melisendra SN,40.50108,-3.69474,,http://www.crtm.es,2,est_4_274,,0
par_4_275,275,MONTECARMELO,Avda de Monasterio de Silos 63 A,40.50525,-3.69575,A,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_275_691,275,Avda. Monasterio de Silos,Avda de Monasterio de Silos 63 A,40.50529,-3.69582,,http://www.crtm.es,2,est_4_275,,0
acc_4_275_692,275,Ascensor,Avda de Monasterio de Silos 63 A,40.50528,-3.69584,,http://www.crtm.es,2,est_4_275,,0
par_4_276,276,LAS TABLAS,Calle de Palas de Rey 30,40.50833,-3.66944,A,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_276_689,276,Palas de Rey,Calle de Palas de Rey 30,40.50843,-3.66936,,http://www.crtm.es,2,est_4_276,,0
acc_4_276_690,276,Ascensor,Calle de Palas de Rey 30,40.50844,-3.66939,,http://www.crtm.es,2,est_4_276,,0
par_4_277,277,RONDA DE LA COMUNICACION,Ronda de la Comunicación 22,40.51553,-3.66277,A,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_277_688,277,Ascensor,Ronda de la Comunicación 20,40.51586,-3.66289,,http://www.crtm.es,2,est_4_277,,0
par_4_278,278,LA GRANJA,Calle de Sepúlveda 1,40.5276,-3.65859,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_278_686,278,Ascensor,Calle de la Granja 14,40.52772,-3.65855,,http://www.crtm.es,2,est_4_278,,0
par_4_279,279,LA MORALEJA,Avda de la Ermita 5,40.53196,-3.63556,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_279_683,279,Avda. Bruselas,Avda de la Ermita 5,40.53187,-3.6355,,http://www.crtm.es,2,est_4_279,,0
acc_4_279_684,279,Ascensor,Avda de la Ermita 5,40.53199,-3.63548,,http://www.crtm.es,2,est_4_279,,0
par_4_280,280,MARQUES DE LA VALDAVIA,Calle del Marqués de la Valdavia 21,40.54102,-3.63738,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_280_681,280,Ascensor,Calle del Marqués de la Valdavia 21,40.54107,-3.63755,,http://www.crtm.es,2,est_4_280,,0
par_4_281,281,MANUEL DE FALLA,Calle   Manuel de Falla 59,40.55048,-3.64688,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_4_282,282,BAUNATAL,Avda de las Lomas del Rey 2,40.55442,-3.63513,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_282_677,282,Ascensor,Avda de las Lomas del Rey 8,40.55435,-3.6354,,http://www.crtm.es,2,est_4_282,,0
par_4_283,283,REYES CATOLICOS,Avda de la Plaza de Toros 7,40.55037,-3.6234,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_283_674,283,Avda. Plaza de Toros,Avda de la Plaza de Toros 7,40.55028,-3.62336,,http://www.crtm.es,2,est_4_283,,0
par_4_284,284,HOSPITAL INFANTA SOFIA,Paseo   Europa 11,40.55977,-3.61145,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_284_671,284,Poeta Rafael Morales,Paseo  Europa SN,40.5602,-3.61143,,http://www.crtm.es,2,est_4_284,,0
acc_4_284_673,284,Ascensor,Paseo  Europa SN,40.5597,-3.61077,,http://www.crtm.es,2,est_4_284,,0
est_4_187,187,FUENCARRAL,Calle de la Fuente Chica 21,40.49509,-3.69283,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_188,188,BEGOÑA,Paseo de la Castellana 261,40.48041,-3.68585,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_191,191,CUZCO,Paseo de la Castellana 162,40.45842,-3.68985,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_192,192,SANTIAGO BERNABEU,Paseo de la Castellana 97,40.45159,-3.69038,A,http://www.crtm.es,1,,Europe/Madrid,0
est_4_199,199,LAGO,Ronda del Lago 3,40.41641,-3.73563,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_200,200,BATAN,Paseo de la Venta 1,40.40786,-3.75311,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_202,202,COLONIA JARDIN,Calle de Arenas de San Pedro 2,40.39698,-3.77462,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_203,203,CUATRO VIENTOS,Col   Militar de Cuatro Vientos 6 B,40.37771,-3.79152,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_204,204,JOAQUIN VILUMBRALES,Avda de la Libertad 13,40.34985,-3.8072,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_205,205,PUERTA DEL SUR,Avda de la Libertad 2,40.34524,-3.81211,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_257,257,AVIACION ESPAÑOLA,Paseo de Extremadura 463,40.38364,-3.78392,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_274,274,TRES OLIVOS,Acces   M-607 SN,40.5012,-3.6952,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_275,275,MONTECARMELO,Avda de Monasterio de Silos 63 A,40.50525,-3.69575,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_276,276,LAS TABLAS,Calle de Palas de Rey 30,40.50833,-3.66944,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_277,277,RONDA DE LA COMUNICACION,Ronda de la Comunicación 22,40.51553,-3.66277,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_278,278,LA GRANJA,Calle de Sepúlveda 1,40.5276,-3.65859,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_279,279,LA MORALEJA,Avda de la Ermita 5,40.53196,-3.63556,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_280,280,MARQUES DE LA VALDAVIA,Calle del Marqués de la Valdavia 21,40.54102,-3.63738,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_281,281,MANUEL DE FALLA,Calle   Manuel de Falla 59,40.55048,-3.64688,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_282,282,BAUNATAL,Avda de las Lomas del Rey 2,40.55442,-3.63513,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_283,283,REYES CATOLICOS,Avda de la Plaza de Toros 7,40.55037,-3.6234,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_284,284,HOSPITAL INFANTA SOFIA,Paseo   Europa 11,40.55977,-3.61145,B1,http://www.crtm.es,1,,Europe/Madrid,2
par_4_206,206,PLAZA ELIPTICA,Plaza de Fernández Ladreda 2,40.3846,-3.71825,A,http://www.crtm.es,0,est_90_36,,2
par_4_207,207,ABRANTES,Avda de Abrantes 77,40.38083,-3.7279,A,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_207_499,207,Avda. de Abrantes pares,Avda de Abrantes 52,40.38104,-3.72809,,http://www.crtm.es,2,est_4_207,,0
acc_4_207_500,207,Ascensor,Avda de Abrantes 54,40.38067,-3.72835,,http://www.crtm.es,2,est_4_207,,0
par_4_208,208,PAN BENDITO,Avda de Abrantes 289,40.37587,-3.73417,A,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_208_501,208,Avda. de Abrantes pares - Besolla,Avda de Abrantes 122,40.37603,-3.73437,,http://www.crtm.es,2,est_4_208,,0
acc_4_208_502,208,Avda. de Abrantes impares - Besolla,Avda de Abrantes 289,40.37587,-3.73406,,http://www.crtm.es,2,est_4_208,,0
acc_4_208_503,208,Ascensor,Avda de Abrantes 122,40.37587,-3.7346,,http://www.crtm.es,2,est_4_208,,0
par_4_254,254,SAN FRANCISCO,Avda de los Poblados 102,40.3736,-3.7391,A,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_254_628,254,Avda. Los Poblados impares,Avda de los Poblados 91,40.37385,-3.74005,,http://www.crtm.es,2,est_4_254,,0
par_4_255,255,CARABANCHEL ALTO,Avda de Carabanchel Alto 40,40.372,-3.75191,A,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_255_632,255,Ascensor,Cllon de Rosa 15,40.3718,-3.75171,,http://www.crtm.es,2,est_4_255,,0
par_4_256,256,LA PESETA,Calle de Salvador Allende 3,40.36422,-3.7569,A,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_256_633,256,Avda. La Peseta,Avda de la Peseta 61,40.36423,-3.75703,,http://www.crtm.es,2,est_4_256,,0
par_4_305,305,LA FORTUNA,Calle   San José 40,40.35795,-3.77783,B1,http://www.crtm.es,0,,Europe/Madrid,0
acc_4_305_1046,305,Ascensor Exterior,Calle  San José 44,40.35771,-3.77745,,http://www.crtm.es,2,est_4_305,,0
est_4_207,207,ABRANTES,Avda de Abrantes 77,40.38083,-3.7279,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_208,208,PAN BENDITO,Avda de Abrantes 289,40.37587,-3.73417,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_254,254,SAN FRANCISCO,Avda de los Poblados 102,40.3736,-3.7391,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_255,255,CARABANCHEL ALTO,Avda de Carabanchel Alto 40,40.372,-3.75191,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_256,256,LA PESETA,Calle de Salvador Allende 3,40.36422,-3.7569,A,http://www.crtm.es,1,,Europe/Madrid,2
est_4_305,305,LA FORTUNA,Calle   San José 40,40.35795,-3.77783,B1,http://www.crtm.es,1,,Europe/Madrid,0
par_4_209,209,PUERTA DEL SUR,Avda de Leganés 52,40.34543,-3.81249,B1,http://www.crtm.es,0,est_4_205,,2
par_4_210,210,PARQUE LISBOA,Calle de Porto Lagos 7,40.34969,-3.8212,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_210_504,210,Avda. de Leganés,Avda de Leganés SN,40.34985,-3.82151,,http://www.crtm.es,2,est_4_210,,0
acc_4_210_505,210,Ascensor,Avda de Leganés SN,40.34957,-3.82105,,http://www.crtm.es,2,est_4_210,,0
par_4_211,211,ALCORCON CENTRAL,Avda de Móstoles 12,40.35008,-3.83178,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_211_506,211,Avda. Móstoles-Navalcarnero,Paseo de Extremadura 13,40.34991,-3.8315,,http://www.crtm.es,2,est_4_211,,0
acc_4_211_507,211,Avda. Móstoles-Bailén,Paseo de Extremadura 17,40.34954,-3.83198,,http://www.crtm.es,2,est_4_211,,0
acc_4_211_508,211,Ascensor exterior,Avda de Móstoles 12,40.34993,-3.83192,,http://www.crtm.es,2,est_4_211,,0
acc_4_211_509,211,Avda. Móstoles,Avda de Móstoles 12,40.35002,-3.83192,,http://www.crtm.es,2,est_4_211,,0
acc_4_211_582,211,C/ Berlín Hospital,Calle de Berlín 2,40.3499,-3.8325,,http://www.crtm.es,2,est_4_211,,0
par_4_212,212,PARQUE OESTE,Calle de Estambul 5,40.34589,-3.84934,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_4_213,213,UNIVERSIDAD REY JUAN CARLOS,Calle   Tulipán 2,40.33512,-3.87218,B2,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_213_513,213,Ascensor,Avda del Alcalde de Móstoles 35,40.3348,-3.87213,,http://www.crtm.es,2,est_4_213,,0
par_4_214,214,MOSTOLES CENTRAL,Paseo de la Estación 13,40.3285,-3.86354,B2,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_214_586,214,Goya,Calle  Parque Vosa 35,40.32897,-3.86385,,http://www.crtm.es,2,est_4_214,,0
acc_4_214_587,214,Ascensor exterior RENFE 2,Calle  Parque Vosa 35,40.32891,-3.86368,,http://www.crtm.es,2,est_4_214,,0
par_4_215,215,PRADILLO,Calle de Agustina de Aragón 23,40.32168,-3.86489,B2,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_215_516,215,Pza. de Pradillo,Plaza del Pradillo SN,40.3215,-3.86458,,http://www.crtm.es,2,est_4_215,,0
par_4_216,216,HOSPITAL DE MOSTOLES,Calle del Río Sella 10,40.31652,-3.87471,B2,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_216_518,216,Río Ebro - Río Sella,Calle del Río Sella 10,40.31636,-3.87464,,http://www.crtm.es,2,est_4_216,,0
acc_4_216_519,216,Ascensor,Calle del Río Sella 10,40.31645,-3.87456,,http://www.crtm.es,2,est_4_216,,0
par_4_217,217,MANUELA MALASAÑA,Plaza   Sol de 9001 SN,40.30903,-3.86402,B2,http://www.crtm.es,0,,Europe/Madrid,2
par_4_218,218,LORANCA,Calle de la Alegría 4,40.29681,-3.83768,B2,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_218_524,218,Ascensor,Calle de la Alegría 4,40.29688,-3.83753,,http://www.crtm.es,2,est_4_218,,0
par_4_219,219,HOSPITAL DE FUENLABRADA,Cmno del Molino 3,40.28576,-3.81642,B2,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_219_526,219,Cº del Molino - Universidad,Cmno del Molino SN,40.28519,-3.81728,,http://www.crtm.es,2,est_4_219,,0
par_4_220,220,PARQUE EUROPA,Calle de Francia 34,40.28518,-3.80632,B2,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_220_528,220,Francia,Calle de Francia 34,40.28517,-3.80596,,http://www.crtm.es,2,est_4_220,,0
acc_4_220_529,220,Ascensor,Calle de Francia 36,40.28529,-3.80644,,http://www.crtm.es,2,est_4_220,,0
par_4_221,221,FUENLABRADA CENTRAL,Calle de la Vía SN,40.28268,-3.79891,B2,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_221_530,221,Pº de la Estación,Paseo de la Estación SN,40.28267,-3.79885,,http://www.crtm.es,2,est_4_221,,0
par_4_222,222,PARQUE DE LOS ESTADOS,Calle de Venezuela 2,40.28684,-3.78697,B2,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_222_534,222,Ascensor,Calle de Venezuela 2,40.2866,-3.787,,http://www.crtm.es,2,est_4_222,,0
par_4_223,223,ARROYO CULEBRO,Paseo de Juan José Rosón 1,40.28874,-3.75682,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_223_535,223,Las Ciencias,Calle de las Ciencias 14,40.28901,-3.75684,,http://www.crtm.es,2,est_4_223,,0
par_4_224,224,CONSERVATORIO,Avda de las Arcas del Agua 5,40.29324,-3.74576,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_224_537,224,Senda de Mafalda,Avda de las Arcas del agua 9,40.29345,-3.74621,,http://www.crtm.es,2,est_4_224,,0
acc_4_224_538,224,Ascensor,Avda de las Arcas del agua 9,40.29336,-3.74584,,http://www.crtm.es,2,est_4_224,,0
par_4_225,225,ALONSO DE MENDOZA,Calle del Greco 6,40.30081,-3.73664,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_225_539,225,Ferrocarril - El Greco,Calle del Greco 2,40.30077,-3.73628,,http://www.crtm.es,2,est_4_225,,0
acc_4_225_540,225,Ascensor,Calle del Greco 8,40.30088,-3.73679,,http://www.crtm.es,2,est_4_225,,0
par_4_226,226,GETAFE CENTRAL,Calle  Ferrocarril 2,40.30993,-3.73403,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_226_543,226,Paseo del Ferrocarril,Calle del Muelle 1,40.31,-3.73418,,http://www.crtm.es,2,est_4_226,,0
acc_4_226_544,226,Ramon y Cajal,Calle  Ferrocarril SN,40.30997,-3.73386,,http://www.crtm.es,2,est_4_226,,0
acc_4_226_545,226,Ascensor exterior RENFE 1,Calle  Ferrocarril SN,40.30989,-3.73394,,http://www.crtm.es,2,est_4_226,,0
par_4_227,227,JUAN DE LA CIERVA,Avda de España 20,40.3118,-3.72224,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_227_546,227,Avda. de España pares,Avda de España 16,40.31165,-3.7224,,http://www.crtm.es,2,est_4_227,,0
acc_4_227_548,227,Ascensor,Avda de España 9,40.31209,-3.72238,,http://www.crtm.es,2,est_4_227,,0
par_4_228,228,EL CASAR,Avda del Casar 2,40.31862,-3.70985,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_228_1084,228,C. Gitanilla,Calle de la Gitanilla SN,40.31818,-3.70925,,http://www.crtm.es,2,est_4_228,,0
acc_4_228_1085,228,Ascensor,Calle de la Gitanilla SN,40.31819,-3.70926,,http://www.crtm.es,2,est_4_228,,0
acc_4_228_550,228,Ascensor,Avda del Casar SN,40.31841,-3.71005,,http://www.crtm.es,2,est_4_228,,0
par_4_229,229,LOS ESPARTALES,Avda   Rigoberta Menchú 3,40.32423,-3.7182,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_229_551,229,Avda. de Rigoberta Menchú,Avda  Rigoberta Menchú 3,40.32433,-3.71838,,http://www.crtm.es,2,est_4_229,,0
par_4_230,230,EL BERCIAL,Avda   Comandante José Manuel Ripollés 4,40.32907,-3.72963,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_4_231,231,EL CARRASCAL,Avda   Rey Juan Carlos I 85,40.33664,-3.74018,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_231_556,231,Avda. Rey Juan Carlos I impares,Avda  Rey Juan Carlos I 85,40.33686,-3.74026,,http://www.crtm.es,2,est_4_231,,0
par_4_232,232,JULIAN BESTEIRO,Avda   Rey Juan Carlos I 23 A,40.33475,-3.75266,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_232_558,232,Avda. Rey Juan Carlos I pares,Avda  Rey Juan Carlos I 32,40.33446,-3.75235,,http://www.crtm.es,2,est_4_232,,0
acc_4_232_559,232,Avda. Rey Juan Carlos I impares,Avda  Rey Juan Carlos I 25,40.33479,-3.75235,,http://www.crtm.es,2,est_4_232,,0
par_4_233,233,CASA DEL RELOJ,Avda   Gibraltar 11,40.3266,-3.75942,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_233_562,233,Avda. de Gibraltar impares,Avda  Gibraltar 13,40.32686,-3.75955,,http://www.crtm.es,2,est_4_233,,0
par_4_234,234,HOSPITAL SEVERO OCHOA,Avda   Orellana 3,40.32177,-3.76797,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_234_564,234,Avda. de Orellana,Avda  Orellana 3,40.32213,-3.76852,,http://www.crtm.es,2,est_4_234,,0
acc_4_234_566,234,Ascensor,Avda  Orellana 3,40.32183,-3.76865,,http://www.crtm.es,2,est_4_234,,0
par_4_235,235,LEGANES CENTRAL,Calle  Virgen del Camino 1,40.32899,-3.77154,B1,http://www.crtm.es,0,,Europe/Madrid,2
acc_4_235_568,235,Ascensor,Calle  Virgen del Camino 3,40.3286,-3.77113,,http://www.crtm.es,2,est_4_235,,0
par_4_236,236,SAN NICASIO,Avda   Mar Mediterráneo SN,40.33616,-3.77587,B1,http://www.crtm.es,0,,Europe/Madrid,2
est_4_210,210,PARQUE LISBOA,Calle de Porto Lagos 7,40.34969,-3.8212,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_211,211,ALCORCON CENTRAL,Avda de Móstoles 12,40.35008,-3.83178,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_212,212,PARQUE OESTE,Calle de Estambul 5,40.34589,-3.84934,B1,http://www.crtm.es,1,,Europe/Madrid,2
est_4_213,213,UNIVERSIDAD REY JUAN CARLOS,Calle   Tulipán 2,40.33512,-3.87218,B2,http://www.crtm.es,1,,Europe/Madrid,2
est_4_214,214,MOSTOLES CENTRAL,Paseo de la Estación 13,40.3285,-3.86354,B2,http://www.crtm.es,1,,Europe/Madrid,2
